Independent variable	 dependent variable	 epsilon
650.000000 	 213202.218261 	 -0.781739 
651.000000 	 213856.416125 	 -0.083875 
652.000000 	 214510.166309 	 -0.833691 
653.000000 	 215166.106111 	 -0.393889 
654.000000 	 215821.412315 	 -1.587685 
655.000000 	 216480.740563 	 0.240563 
656.000000 	 217138.595373 	 -0.404627 
657.000000 	 217798.878329 	 0.378329 
658.000000 	 218459.416878 	 0.416878 
659.000000 	 219121.698436 	 1.198436 
660.000000 	 219784.437209 	 1.437209 
661.000000 	 220445.782462 	 -0.717538 
662.000000 	 221109.107861 	 -1.892139 
663.000000 	 221775.449188 	 -1.050812 
664.000000 	 222442.721344 	 -0.278656 
665.000000 	 223110.388751 	 -0.111249 
666.000000 	 223781.637696 	 2.637696 
667.000000 	 224448.180152 	 -0.319848 
668.000000 	 225117.697414 	 -1.302586 
669.000000 	 225789.321987 	 -1.178013 
670.000000 	 226463.207315 	 0.207315 
671.000000 	 227136.644460 	 0.144460 
672.000000 	 227810.045084 	 -0.954916 
673.000000 	 228486.547741 	 0.047741 
674.000000 	 229164.368487 	 1.368487 
675.000000 	 229840.019056 	 -0.480944 
676.000000 	 230520.691247 	 1.691247 
677.000000 	 231198.448827 	 -0.051173 
678.000000 	 231879.718617 	 0.718617 
679.000000 	 232560.665909 	 0.165909 
680.000000 	 233242.586015 	 -0.413985 
681.000000 	 233927.131236 	 0.631236 
682.000000 	 234611.591404 	 0.591404 
683.000000 	 235297.547267 	 1.047267 
684.000000 	 235983.739997 	 0.739997 
685.000000 	 236669.413384 	 -1.086616 
686.000000 	 237357.850280 	 -1.149720 
687.000000 	 238047.818288 	 -0.681712 
688.000000 	 238739.380627 	 0.380627 
689.000000 	 239430.960107 	 0.460107 
690.000000 	 240123.200064 	 0.200064 
691.000000 	 240816.999830 	 0.499830 
692.000000 	 241511.508601 	 0.508601 
693.000000 	 242205.234413 	 -1.265587 
694.000000 	 242904.028560 	 1.028560 
695.000000 	 243600.732225 	 0.232225 
696.000000 	 244299.172537 	 0.172537 
697.000000 	 244997.543085 	 -0.956915 
698.000000 	 245697.811787 	 -1.188213 
699.000000 	 246402.114218 	 1.614218 
700.000000 	 247103.435302 	 0.435302 
701.000000 	 247805.266939 	 -1.233061 
702.000000 	 248510.503552 	 -0.496448 
703.000000 	 249218.242428 	 1.742428 
704.000000 	 249922.434072 	 -0.565928 
705.000000 	 250628.750340 	 -1.749660 
706.000000 	 251338.960971 	 -0.039029 
707.000000 	 252049.233970 	 0.733970 
708.000000 	 252759.194359 	 0.194359 
709.000000 	 253469.850250 	 -0.649750 
710.000000 	 254184.429207 	 1.429207 
711.000000 	 254897.613834 	 1.113834 
712.000000 	 255609.658884 	 -1.341116 
713.000000 	 256325.733654 	 -0.766346 
714.000000 	 257041.411053 	 -1.588947 
715.000000 	 257759.930619 	 -0.569381 
716.000000 	 258480.175411 	 1.175411 
717.000000 	 259196.704109 	 -1.795891 
718.000000 	 259918.445334 	 -0.554666 
719.000000 	 260639.685791 	 -0.814209 
720.000000 	 261362.924495 	 -0.075505 
721.000000 	 262086.774123 	 0.274123 
722.000000 	 262810.159500 	 -0.840500 
723.000000 	 263535.863538 	 -0.636462 
724.000000 	 264263.306007 	 0.306007 
725.000000 	 264991.213905 	 0.713905 
726.000000 	 265718.485622 	 -0.514378 
727.000000 	 266446.180157 	 -2.319843 
728.000000 	 267178.653100 	 -0.346900 
729.000000 	 267912.105842 	 1.605842 
730.000000 	 268643.168735 	 0.168735 
731.000000 	 269375.983318 	 -0.516682 
732.000000 	 270111.281073 	 0.281073 
733.000000 	 270846.449976 	 -0.050024 
734.000000 	 271581.566472 	 -1.433528 
735.000000 	 272319.198976 	 -1.301024 
736.000000 	 273060.810659 	 1.810659 
737.000000 	 273797.634352 	 -0.865648 
738.000000 	 274539.912014 	 0.912014 
739.000000 	 275278.569211 	 -1.930789 
740.000000 	 276024.237258 	 1.237258 
741.000000 	 276765.323223 	 -1.176777 
742.000000 	 277509.122714 	 -1.877286 
743.000000 	 278259.551307 	 3.051307 
744.000000 	 279003.078688 	 0.078688 
745.000000 	 279751.724783 	 1.224783 
746.000000 	 280500.102834 	 1.102834 
747.000000 	 281250.258120 	 1.758120 
748.000000 	 281999.641607 	 0.641607 
749.000000 	 282751.247228 	 0.747228 
750.000000 	 283503.744395 	 0.744395 
751.000000 	 284256.233320 	 -0.266680 
752.000000 	 285010.633429 	 -0.366571 
753.000000 	 285765.208843 	 -1.291157 
754.000000 	 286522.014348 	 -0.985652 
755.000000 	 287280.551513 	 0.051513 
756.000000 	 288037.628137 	 -1.371863 
757.000000 	 288796.869182 	 -1.630818 
758.000000 	 289558.985550 	 -0.014450 
759.000000 	 290321.139341 	 0.639341 
760.000000 	 291082.656421 	 -0.343579 
761.000000 	 291845.729306 	 -0.770694 
762.000000 	 292611.966373 	 0.966373 
763.000000 	 293376.418070 	 -0.081930 
764.000000 	 294141.621206 	 -1.378794 
765.000000 	 294909.016198 	 -1.483802 
766.000000 	 295678.133638 	 -0.866362 
767.000000 	 296449.825323 	 1.325323 
768.000000 	 297218.145833 	 -0.854167 
769.000000 	 297991.205866 	 0.705866 
770.000000 	 298761.767867 	 -1.232133 
771.000000 	 299535.643362 	 -0.856638 
772.000000 	 300313.048836 	 2.048836 
773.000000 	 301088.885470 	 2.385470 
774.000000 	 301861.706162 	 -1.293838 
775.000000 	 302640.341564 	 -0.158436 
776.000000 	 303417.934050 	 -1.065950 
777.000000 	 304199.562309 	 1.062309 
778.000000 	 304979.528851 	 0.528851 
779.000000 	 305758.586195 	 -1.913805 
780.000000 	 306541.382558 	 -1.617442 
781.000000 	 307325.201594 	 -1.298406 
782.000000 	 308109.283622 	 -1.716378 
783.000000 	 308895.729113 	 -0.770887 
784.000000 	 309684.931557 	 1.931557 
785.000000 	 310471.022271 	 0.522271 
786.000000 	 311259.702530 	 0.702530 
787.000000 	 312048.949277 	 0.449277 
788.000000 	 312838.983508 	 -0.016492 
789.000000 	 313630.888206 	 0.388206 
790.000000 	 314423.599177 	 0.599177 
791.000000 	 315216.236547 	 -0.263453 
792.000000 	 316012.260707 	 1.260707 
793.000000 	 316807.587904 	 1.087904 
794.000000 	 317602.736363 	 -0.263637 
795.000000 	 318401.602867 	 1.102867 
796.000000 	 319197.755517 	 -1.244483 
797.000000 	 319999.233686 	 0.733686 
798.000000 	 320800.096468 	 1.096468 
799.000000 	 321601.454204 	 0.954204 
800.000000 	 322403.027338 	 0.027338 
801.000000 	 323205.787297 	 -0.712703 
802.000000 	 324011.849841 	 0.849841 
803.000000 	 324815.486158 	 -1.013842 
804.000000 	 325622.334383 	 -0.665617 
805.000000 	 326431.189158 	 0.689158 
806.000000 	 327237.427289 	 -1.572711 
807.000000 	 328048.221514 	 -0.278486 
808.000000 	 328858.258047 	 -0.741953 
809.000000 	 329670.137170 	 -0.362830 
810.000000 	 330483.718245 	 0.718245 
811.000000 	 331297.665689 	 1.165689 
812.000000 	 332110.826779 	 -0.173221 
813.000000 	 332927.853574 	 1.353574 
814.000000 	 333743.270694 	 0.270694 
815.000000 	 334557.074147 	 -3.425853 
816.000000 	 335378.695552 	 -0.304448 
817.000000 	 336198.548150 	 0.048150 
818.000000 	 337018.001976 	 -0.998024 
819.000000 	 337841.098146 	 0.598146 
820.000000 	 338660.615999 	 -2.384001 
821.000000 	 339485.959700 	 -0.540300 
822.000000 	 340311.371110 	 0.371110 
823.000000 	 341136.330141 	 -0.169859 
824.000000 	 341962.035144 	 -0.964856 
825.000000 	 342790.082236 	 -0.417764 
826.000000 	 343619.557488 	 0.557488 
827.000000 	 344448.201596 	 -0.298404 
828.000000 	 345278.810280 	 -0.189720 
829.000000 	 346110.471107 	 -0.028893 
830.000000 	 346942.150131 	 -0.849869 
831.000000 	 347777.299671 	 0.799671 
832.000000 	 348611.194221 	 0.194221 
833.000000 	 349446.856583 	 0.356583 
834.000000 	 350283.901980 	 0.901980 
835.000000 	 351118.869584 	 -1.630416 
836.000000 	 351958.153410 	 -0.846590 
837.000000 	 352797.886318 	 -0.613682 
838.000000 	 353639.399542 	 0.399542 
839.000000 	 354480.332415 	 -0.167585 
840.000000 	 355322.158102 	 -0.841898 
841.000000 	 356165.823685 	 -0.676315 
842.000000 	 357010.147910 	 -0.852090 
843.000000 	 357856.462436 	 -0.037564 
844.000000 	 358701.608202 	 -1.391798 
845.000000 	 359550.028312 	 -0.471688 
846.000000 	 360397.888193 	 -1.111807 
847.000000 	 361248.950896 	 0.450896 
848.000000 	 362100.815878 	 1.815878 
849.000000 	 362949.732569 	 -0.767431 
850.000000 	 363801.588268 	 -1.411732 
851.000000 	 364656.335143 	 -0.164857 
852.000000 	 365513.540733 	 2.540733 
853.000000 	 366365.148423 	 -1.351577 
854.000000 	 367223.197299 	 0.197299 
855.000000 	 368080.712113 	 0.212113 
856.000000 	 368939.482994 	 0.482994 
857.000000 	 369797.361207 	 -1.138793 
858.000000 	 370657.916858 	 -1.083142 
859.000000 	 371520.409349 	 -0.090651 
860.000000 	 372381.253148 	 -1.746852 
861.000000 	 373245.479697 	 -1.020303 
862.000000 	 374111.288163 	 0.288163 
863.000000 	 374977.235676 	 0.735676 
864.000000 	 375844.821149 	 1.821149 
865.000000 	 376710.611447 	 0.111447 
866.000000 	 377580.101131 	 1.101131 
867.000000 	 378448.245977 	 -0.254023 
868.000000 	 379319.022655 	 0.022655 
869.000000 	 380190.526341 	 0.026341 
870.000000 	 381064.158140 	 1.158140 
871.000000 	 381936.026944 	 -0.473056 
872.000000 	 382809.154336 	 -1.845664 
873.000000 	 383686.376695 	 -0.123305 
874.000000 	 384562.302360 	 -0.697640 
875.000000 	 385440.971405 	 0.471405 
876.000000 	 386319.628427 	 0.628427 
877.000000 	 387198.659189 	 0.159189 
878.000000 	 388079.345332 	 0.345332 
879.000000 	 388961.927363 	 1.427363 
880.000000 	 389844.590199 	 1.590199 
881.000000 	 390724.884060 	 -1.615940 
882.000000 	 391611.796125 	 0.796125 
883.000000 	 392498.064728 	 1.564728 
884.000000 	 393383.962596 	 0.962596 
885.000000 	 394270.804957 	 0.304957 
886.000000 	 395160.413382 	 1.413382 
887.000000 	 396047.182868 	 -1.317132 
888.000000 	 396940.130790 	 1.130790 
889.000000 	 397828.306979 	 -2.193021 
890.000000 	 398722.029349 	 -0.970651 
891.000000 	 399617.238253 	 0.738253 
892.000000 	 400511.139449 	 0.139449 
893.000000 	 401406.620619 	 0.120619 
894.000000 	 402301.543624 	 -1.456376 
895.000000 	 403199.397167 	 -1.102833 
896.000000 	 404098.078720 	 -0.921280 
897.000000 	 404998.558857 	 0.058857 
898.000000 	 405899.867471 	 0.867471 
899.000000 	 406800.952581 	 0.452581 
900.000000 	 407703.151584 	 0.151584 
901.000000 	 408606.239225 	 -0.260775 
902.000000 	 409511.863239 	 0.863239 
903.000000 	 410417.201207 	 0.701207 
904.000000 	 411323.094168 	 0.094168 
905.000000 	 412229.581326 	 -0.918674 
906.000000 	 413139.320198 	 0.320198 
907.000000 	 414047.930967 	 -0.569033 
908.000000 	 414958.081589 	 -0.918411 
909.000000 	 415870.619494 	 0.119494 
910.000000 	 416784.195321 	 1.195321 
911.000000 	 417696.529581 	 0.029581 
912.000000 	 418611.856139 	 0.856139 
913.000000 	 419526.312105 	 -0.187895 
914.000000 	 420441.332702 	 -1.667298 
915.000000 	 421359.979482 	 -0.520518 
916.000000 	 422278.690383 	 -0.309617 
917.000000 	 423198.897610 	 0.397610 
918.000000 	 424117.772673 	 -1.227327 
919.000000 	 425040.348576 	 -0.151424 
920.000000 	 425961.332833 	 -1.667167 
921.000000 	 426886.055512 	 -0.444488 
922.000000 	 427810.317646 	 -0.682354 
923.000000 	 428737.770159 	 1.270159 
924.000000 	 429665.042594 	 2.042594 
925.000000 	 430590.815555 	 0.315555 
926.000000 	 431520.416725 	 1.416725 
927.000000 	 432448.950061 	 0.450061 
928.000000 	 433377.460603 	 -1.539397 
929.000000 	 434310.106767 	 -0.393233 
930.000000 	 435242.353637 	 -0.646363 
931.000000 	 436177.505022 	 1.005022 
932.000000 	 437110.926621 	 -0.073379 
933.000000 	 438046.909641 	 0.409641 
934.000000 	 438982.706538 	 -0.293462 
935.000000 	 439921.484487 	 0.984487 
936.000000 	 440857.898852 	 -1.101148 
937.000000 	 441799.025079 	 0.525079 
938.000000 	 442738.626086 	 -0.373914 
939.000000 	 443680.479183 	 -0.020817 
940.000000 	 444623.383365 	 0.383365 
941.000000 	 445566.953123 	 0.453123 
942.000000 	 446510.943753 	 -0.056247 
943.000000 	 447459.243229 	 2.743229 
944.000000 	 448403.653642 	 0.653642 
945.000000 	 449351.777924 	 1.277924 
946.000000 	 450299.743722 	 0.743722 
947.000000 	 451248.053256 	 -0.446744 
948.000000 	 452198.358401 	 -0.641599 
949.000000 	 453151.158408 	 0.658408 
950.000000 	 454103.824694 	 0.824694 
951.000000 	 455055.819554 	 -0.680446 
952.000000 	 456011.148165 	 0.148165 
953.000000 	 456966.712403 	 0.212403 
954.000000 	 457922.885423 	 -0.114577 
955.000000 	 458880.434077 	 -0.065923 
956.000000 	 459839.904736 	 0.904736 
957.000000 	 460799.108100 	 0.608100 
958.000000 	 461759.435731 	 0.435731 
959.000000 	 462719.605135 	 -0.894865 
960.000000 	 463680.080307 	 -2.919693 
961.000000 	 464646.500567 	 0.000567 
962.000000 	 465609.719069 	 -1.280931 
963.000000 	 466575.652824 	 -0.847176 
964.000000 	 467544.832244 	 1.832244 
965.000000 	 468509.518976 	 -0.981024 
966.000000 	 469478.024473 	 -0.975527 
967.000000 	 470447.150904 	 -1.349096 
968.000000 	 471417.956133 	 -1.043867 
969.000000 	 472389.976300 	 -0.523700 
970.000000 	 473363.374414 	 0.374414 
971.000000 	 474337.972791 	 1.472791 
972.000000 	 475311.906430 	 0.906430 
973.000000 	 476286.571713 	 0.071713 
974.000000 	 477263.573526 	 0.573526 
975.000000 	 478240.675799 	 0.175799 
976.000000 	 479217.958182 	 -1.041818 
977.000000 	 480199.570305 	 1.070305 
978.000000 	 481179.107571 	 0.107571 
979.000000 	 482160.913509 	 0.413509 
980.000000 	 483143.079712 	 0.079712 
981.000000 	 484127.266216 	 0.766216 
982.000000 	 485111.659655 	 0.659655 
983.000000 	 486097.174667 	 0.674667 
984.000000 	 487081.488915 	 -1.511085 
985.000000 	 488071.427255 	 0.927255 
986.000000 	 489059.095592 	 0.095592 
987.000000 	 490048.761434 	 0.261434 
988.000000 	 491039.685133 	 0.685133 
989.000000 	 492028.778002 	 -1.721998 
990.000000 	 493025.427751 	 2.427751 
991.000000 	 494015.271153 	 -1.228847 
992.000000 	 495011.841786 	 0.841786 
993.000000 	 496005.613664 	 -0.886336 
994.000000 	 497002.822000 	 -0.178000 
995.000000 	 497999.940058 	 -0.559942 
996.000000 	 498997.850810 	 -1.149190 
997.000000 	 499999.365951 	 0.865951 
998.000000 	 500998.868481 	 -0.131519 
999.000000 	 501999.589750 	 -0.910250 
